codeGroup;groupInternalId;name;groupDescription;type;lighted;markingDescription;heightUnit;heightValue;elevationValue;latitude;longitude;defaultHeightFlag;verticalPrecision;lateralPrecision;obstacleRadius;linkedToGroupInternalId;linkType;validUntil;effectiveFrom;origin 
 3447911332877178;5;227-HL-8;Power line;Mast;false;No Marking and/or Lighting;m;60;693;47.401853;9.35173;true;;;;6;cable;;; 
 3447911332877178;6;227-HL-8;Power line;Mast;false;No Marking and/or Lighting;m;60;821;47.405093;9.359797;true;;;;7;cable;;; 
 3447911332877178;7;227-HL-8;Power line;Mast;false;No Marking and/or Lighting;m;60;820;47.406568;9.365814;true;;;;8;cable;;; 
 3447911332877178;8;227-HL-8;Power line;Mast;false;No Marking and/or Lighting;m;60;794;47.408957;9.370871;true;;;;9;cable;;; 
 3447911332877178;9;227-HL-8;Power line;Mast;false;No Marking and/or Lighting;m;60;843;47.409476;9.380167;true;;;;10;cable;;; 
 3447911332877178;10;227-HL-8;Power line;Mast;false;No Marking and/or Lighting;m;60;831;47.412642;9.392543;true;;;;11;cable;;; 
 3447911332877178;11;227-HL-8;Power line;Mast;false;No Marking and/or Lighting;m;60;863;47.414659;9.406203;true;;;;12;cable;;; 
 3447911332877178;12;227-HL-8;Power line;Mast;false;No Marking and/or Lighting;m;60;869;47.418199;9.409647;true;;;;13;cable;;; 
 3447911332877178;13;227-HL-8;Power line;Mast;false;No Marking and/or Lighting;m;60;873;47.419935;9.413357;true;;;;;cable;;; 
 5934432858726289;0;227-HL-9;Power line;Mast;false;No Marking and/or Lighting;m;60;666;47.398603;9.302918;true;;;;1;cable;;; 
 5934432858726289;1;227-HL-9;Power line;Mast;false;No Marking and/or Lighting;m;60;664;47.399041;9.303595;true;;;;2;cable;;; 
 5934432858726289;2;227-HL-9;Power line;Mast;false;No Marking and/or Lighting;m;60;675;47.4013;9.316926;true;;;;3;cable;;; 
 5934432858726289;3;227-HL-9;Power line;Mast;false;No Marking and/or Lighting;m;60;676;47.399854;9.322837;true;;;;4;cable;;; 
 5934432858726289;4;227-HL-9;Power line;Mast;false;No Marking and/or Lighting;m;60;588;47.400721;9.324856;true;;;;;cable;;; 
 7722869390257852;0;227-SG-1;Telephone line;Mast;false;No Marking and/or Lighting;m;38;736;47.344439;9.124648;true;;;;1;cable;;; 
 7722869390257852;1;227-SG-1;Telephone line;Mast;false;No Marking and/or Lighting;m;38;632;47.345511;9.128255;true;;;;;cable;;; 
 17111450751346460;0;227-SG-10;Telephone line;Mast;false;No Marking and/or Lighting;m;30;1530;47.297976;9.498385;true;;;;1;cable;;; 
 17111450751346460;1;227-SG-10;Telephone line;Mast;false;No Marking and/or Lighting;m;30;1360;47.300753;9.499021;true;;;;;cable;;; 
 7652166567392314;0;227-SG-10001;Cable;Building;false;No Marking and/or Lighting;m;75;634;47.400228;9.327488;true;;;;1;cable;;; 
 7652166567392314;1;227-SG-10001;Cable;Building;false;No Marking and/or Lighting;m;75;684;47.40224;9.328222;true;;;;;cable;;; 
 4538380679859145;;227-SG-10002;Building;Building;false;No Marking and/or Lighting;m;38;478;47.246733;9.515965;false;;;;;;;; 
 11671553131562688;;227-SG-10003;Antenna;Antenna;false;No Marking and/or Lighting;m;38;1052;47.209906;9.210133;false;;;;;;;; 
 10382579240841388;;227-SG-10024;Antenna;Antenna;false;No Marking and/or Lighting;m;28;848;47.396311;9.122221;false;;;;;;;; 
 5652573715548835;;227-SG-10031;Antenna;Antenna;true;Marked and lighted;m;77;1872;47.28377;9.485143;false;;;;;;;; 
 4403026771292882;0;227-SG-10045;Cable;Building;false;No Marking and/or Lighting;m;45;1463;47.234976;9.331488;true;;;;1;cable;;; 
 4403026771292882;1;227-SG-10045;Cable;Building;false;No Marking and/or Lighting;m;45;1701;47.23903;9.331169;true;;;;;cable;;; 
 6427250619757508;;227-SG-11;Antenna;Antenna;false;No Marking and/or Lighting;m;30;730;47.337739;9.127546;false;;;;;;;; 
 5558806402724365;0;227-SG-12;Telephone line;Mast;false;No Marking and/or Lighting;m;30;590;47.23809;9.455517;true;;;;1;cable;;; 
 5558806402724365;1;227-SG-12;Telephone line;Mast;false;No Marking and/or Lighting;m;30;608;47.236764;9.454146;true;;;;;cable;;; 
 3210772612728004;;227-SG-17;Chimney;Chimney;false;No Marking and/or Lighting;m;52;485;47.258225;9.522359;false;;;;;;;; 
 17273158641614200;0;227-SG-18;Cable;Building;false;No Marking and/or Lighting;m;42;980;47.264563;9.236846;true;;;;1;cable;;; 
 17273158641614200;1;227-SG-18;Cable;Building;false;No Marking and/or Lighting;m;42;1099;47.267348;9.237072;true;;;;;cable;;; 
 4048375161146055;0;227-SG-19;Cable;Building;false;No Marking and/or Lighting;m;60;1451;47.221802;9.371698;true;;;;1;cable;;; 
 4048375161146055;1;227-SG-19;Cable;Building;false;No Marking and/or Lighting;m;60;1803;47.228029;9.375886;true;;;;;cable;;; 
 9421166392654770;0;227-SG-20;Cable;Building;false;No Marking and/or Lighting;m;30;1537;47.210341;9.257864;true;;;;1;cable;;; 
 9421166392654770;1;227-SG-20;Cable;Building;false;No Marking and/or Lighting;m;30;1727;47.214492;9.257081;true;;;;;cable;;; 
 5078352605269724;;227-SG-20009;Antenna;Antenna;false;No Marking and/or Lighting;m;36;469;47.247025;9.517205;false;;;;;;;; 
 8324940244777486;;227-SG-20010;Antenna;Antenna;false;No Marking and/or Lighting;m;35;475;47.210834;9.495753;false;;;;;;;; 
 7159719590512044;0;227-SG-20024;Cable;Building;false;No Marking and/or Lighting;m;27;1100;47.225943;9.155776;true;;;;1;cable;;; 
 7159719590512044;1;227-SG-20024;Cable;Building;false;No Marking and/or Lighting;m;27;1460;47.210181;9.150912;true;;;;;cable;;; 
 10772806044896818;0;227-SG-20032;Power line;Mast;false;No Marking and/or Lighting;m;32;609;47.378775;9.114343;true;;;;1;cable;;; 
 10772806044896818;1;227-SG-20032;Power line;Mast;false;No Marking and/or Lighting;m;32;610;47.379647;9.116225;true;;;;;cable;;; 
 834045396027795;0;227-SG-20033;Power line;Mast;false;No Marking and/or Lighting;m;30;603;47.384121;9.099158;true;;;;1;cable;;; 
 834045396027795;1;227-SG-20033;Power line;Mast;false;No Marking and/or Lighting;m;30;606;47.385552;9.099733;true;;;;;cable;;; 
 5901457247585964;;227-SG-20040;Antenna;Antenna;true;Marked and lighted;m;124;2611;47.249398;9.342659;false;;;;;;;; 
 8610861488001699;0;227-SG-24;Cable;Building;false;No Marking and/or Lighting;m;130;641;47.239779;9.452984;true;;;;1;cable;;; 
 8610861488001699;1;227-SG-24;Cable;Building;false;No Marking and/or Lighting;m;130;1358;47.249539;9.449078;true;;;;;cable;;; 
 14702469275891274;0;227-SG-3;Telephone line;Mast;false;No Marking and/or Lighting;m;35;902;47.299316;9.211963;true;;;;1;cable;;; 
 14702469275891274;1;227-SG-3;Telephone line;Mast;false;No Marking and/or Lighting;m;35;915;47.297694;9.212173;true;;;;;cable;;; 
 6304028629460761;;227-SG-30000;Antenna;Antenna;false;No Marking and/or Lighting;m;36;491;47.206893;9.467385;false;;;;;;;; 
 6259854690087739;;227-SG-30001;Antenna;Antenna;true;Marked and lighted;m;78;837;47.304878;9.539737;false;;;;;;;; 
 8729721275140774;;227-SG-30014;Antenna;Antenna;false;No Marking and/or Lighting;m;36;916;47.257575;9.158246;false;;;;;;;; 
 4817052979086318;;227-SG-30019;Antenna;Antenna;false;No Marking and/or Lighting;m;29;879;47.419289;9.388372;false;;;;;;;; 
 7382803633125924;;227-SG-30021;Antenna;Antenna;false;No Marking and/or Lighting;m;31;654;47.41989;9.186511;false;;;;;;;; 
 7894862264348666;;227-SG-30047-LSXO;Wind turbine;Windturbine;true;Lighted;m;40;685;47.411886;9.268883;false;;;;;;;; 
 5601808724508386;;227-SG-30058;Antenna;Antenna;false;No Marking and/or Lighting;m;33;955;47.323543;9.190884;false;;;;;;;; 
 8949181979553673;;227-SG-30062-LSXO;Building;Building;true;Lighted;m;32;680;47.408368;9.284149;false;;;;;;;; 
 4179104346794677;;227-SG-30066-LSXO;Antenna;Antenna;false;No Marking and/or Lighting;m;38;737;47.400464;9.317386;false;;;;;;;; 
 7839691729470424;;227-SG-30067;Antenna;Antenna;false;No Marking and/or Lighting;m;25;1085;47.244292;9.204878;false;;;;;;;; 
 8255881834717923;;227-SG-30068-LSXO;Antenna;Antenna;true;Lighted;m;35;685;47.408147;9.283956;false;;;;;;;; 
 4131491293615721;;227-SG-30084;Wind turbine;Windturbine;false;No Marking and/or Lighting;m;24;900;47.358417;9.111341;false;;;;;;;; 
 5756720336355406;;227-SG-30086;Chimney;Chimney;true;Marked and lighted;m;90;670;47.415754;9.332585;false;;;;;;;; 
 13196787870554348;0;227-SG-30098;Cable;Building;false;Cable Warner mounted on Valley-, Top-Station and Intermediate-Mast;m;60;1212;47.228487;9.332157;true;;;;1;cable;;; 
 13196787870554348;1;227-SG-30098;Cable;Building;false;Cable Warner mounted on Valley-, Top-Station and Intermediate-Mast;m;60;1343;47.230702;9.336951;true;;;;2;cable;;; 
 13196787870554348;2;227-SG-30098;Cable;Building;false;Cable Warner mounted on Valley-, Top-Station and Intermediate-Mast;m;60;1439;47.232031;9.339838;true;;;;3;cable;;; 
 13196787870554348;3;227-SG-30098;Cable;Building;false;Cable Warner mounted on Valley-, Top-Station and Intermediate-Mast;m;60;1484;47.232778;9.341449;true;;;;4;cable;;; 
 13196787870554348;4;227-SG-30098;Cable;Building;false;Cable Warner mounted on Valley-, Top-Station and Intermediate-Mast;m;60;1521;47.233682;9.343397;true;;;;5;cable;;; 
 13196787870554348;5;227-SG-30098;Cable;Building;false;Cable Warner mounted on Valley-, Top-Station and Intermediate-Mast;m;60;1734;47.237078;9.350757;true;;;;6;cable;;; 
 13196787870554348;6;227-SG-30098;Cable;Building;false;Cable Warner mounted on Valley-, Top-Station and Intermediate-Mast;m;60;1742;47.237406;9.351601;true;;;;7;cable;;; 
 13196787870554348;7;227-SG-30098;Cable;Building;false;Cable Warner mounted on Valley-, Top-Station and Intermediate-Mast;m;60;1842;47.238891;9.355367;true;;;;8;cable;;; 
 13196787870554348;8;227-SG-30098;Cable;Building;false;Cable Warner mounted on Valley-, Top-Station and Intermediate-Mast;m;60;2014;47.240902;9.360459;true;;;;9;cable;;; 
 13196787870554348;9;227-SG-30098;Cable;Building;false;Cable Warner mounted on Valley-, Top-Station and Intermediate-Mast;m;60;2057;47.241541;9.362081;true;;;;10;cable;;; 
 13196787870554348;10;227-SG-30098;Cable;Building;false;Cable Warner mounted on Valley-, Top-Station and Intermediate-Mast;m;60;2122;47.242758;9.365177;true;;;;;cable;;; 
 13327707499267378;0;227-SG-30111;Aerial railway;Building;false;Marked with orange(RAL2009) spheres;m;130;510;47.247655;9.470234;true;;;;1;cable;;; 
 13327707499267378;1;227-SG-30111;Aerial railway;Building;false;Marked with orange(RAL2009) spheres;m;130;930;47.252169;9.464274;true;;;;2;cable;;; 
 13327707499267378;2;227-SG-30111;Aerial railway;Building;false;Marked with orange(RAL2009) spheres;m;130;1209;47.255227;9.460227;true;;;;3;cable;;; 
 13327707499267378;3;227-SG-30111;Aerial railway;Building;false;Marked with orange(RAL2009) spheres;m;130;1658;47.259455;9.454639;true;;;;4;cable;;; 
 13327707499267378;4;227-SG-30111;Aerial railway;Building;false;Marked with orange(RAL2009) spheres;m;130;1748;47.260468;9.453302;true;;;;;cable;;; 
 13697773962044284;;227-SG-30124;Church;Tower;false;No Marking and/or Lighting;m;74;755;47.416835;9.359528;false;;;;;;;; 
 3313426344756734;;227-SG-30126;Church;Tower;false;No Marking and/or Lighting;m;66;743;47.420342;9.365267;false;;;;;;;; 
 5648869443845553;0;227-SG-45;Cable;Building;false;No Marking and/or Lighting;m;30;986;47.24288;9.265446;true;;;;1;cable;;; 
 5648869443845553;1;227-SG-45;Cable;Building;false;No Marking and/or Lighting;m;30;1043;47.239749;9.264282;true;;;;;cable;;; 
 6540529154332678;0;227-SG-5;Telephone line;Mast;false;No Marking and/or Lighting;m;30;855;47.278511;9.201687;true;;;;1;cable;;; 
 6540529154332678;1;227-SG-5;Telephone line;Mast;false;No Marking and/or Lighting;m;30;880;47.278858;9.202558;true;;;;;cable;;; 
 8138386374205306;0;227-SG-62;Cable;Building;false;No Marking and/or Lighting;m;50;846;47.283705;9.19148;true;;;;1;cable;;; 
 8138386374205306;1;227-SG-62;Cable;Building;false;No Marking and/or Lighting;m;50;896;47.284444;9.196132;true;;;;;cable;;; 
 4051952095094950;0;227-SG-69;Cable;Building;false;No Marking and/or Lighting;m;70;1244;47.276243;9.4834;true;;;;1;cable;;; 
 4051952095094950;1;227-SG-69;Cable;Building;false;No Marking and/or Lighting;m;70;1524;47.27732;9.478483;true;;;;;cable;;; 
 10200879599915132;0;227-SG-7;Telephone line;Mast;false;No Marking and/or Lighting;m;30;609;47.382329;9.108097;true;;;;1;cable;;; 
 10200879599915132;1;227-SG-7;Telephone line;Mast;false;No Marking and/or Lighting;m;30;591;47.383636;9.107939;true;;;;;cable;;; 
 9832701375264664;0;227-SG-8;Telephone line;Mast;false;No Marking and/or Lighting;m;35;592;47.384034;9.099011;true;;;;1;cable;;; 
 9832701375264664;1;227-SG-8;Telephone line;Mast;false;No Marking and/or Lighting;m;35;579;47.385016;9.099571;true;;;;;cable;;; 
 2616582524213892;0;227-SG-93;Telephone line;Mast;false;No Marking and/or Lighting;m;37;1352;47.222157;9.101114;true;;;;1;cable;;; 
 2616582524213892;1;227-SG-93;Telephone line;Mast;false;No Marking and/or Lighting;m;37;1368;47.221296;9.104653;true;;;;;cable;;; 
 2181812085529746;;228-FL-10000;Antenna;Antenna;false;No Marking and/or Lighting;m;48;577;47.203398;9.553586;false;;;;;;;; 
 10350535184759470;0;228-HL-1;Power line;Mast;false;No Marking and/or Lighting;m;30;419;47.338517;9.577119;true;;;;1;cable;;; 
 10350535184759470;1;228-HL-1;Power line;Mast;false;No Marking and/or Lighting;m;30;418;47.339641;9.577164;true;;;;2;cable;;; 
 10350535184759470;2;228-HL-1;Power line;Mast;false;No Marking and/or Lighting;m;30;417;47.339604;9.579149;true;;;;3;cable;;; 
 10350535184759470;3;228-HL-1;Power line;Mast;false;No Marking and/or Lighting;m;30;417;47.33848;9.579104;true;;;;4;cable;;; 
 10350535184759470;4;228-HL-1;Power line;Mast;false;No Marking and/or Lighting;m;30;419;47.338517;9.577119;true;;;;;cable;;; 
 10825962147522304;0;228-HL-2;Power line;Mast;false;No Marking and/or Lighting;m;60;418;47.338736;9.577459;true;;;;1;cable;;; 
 10825962147522304;1;228-HL-2;Power line;Mast;false;No Marking and/or Lighting;m;60;418;47.33873;9.57779;true;;;;2;cable;;; 
 10825962147522304;2;228-HL-2;Power line;Mast;false;No Marking and/or Lighting;m;60;420;47.337473;9.572776;true;;;;3;cable;;; 
 10825962147522304;3;228-HL-2;Power line;Mast;false;No Marking and/or Lighting;m;60;429;47.332614;9.555706;true;;;;;cable;;; 
 10547216059639864;0;228-HL-3;Power line;Mast;false;No Marking and/or Lighting;m;60;442;47.305865;9.554645;true;;;;1;cable;;; 
 10547216059639864;1;228-HL-3;Power line;Mast;false;No Marking and/or Lighting;m;60;428;47.303598;9.567783;true;;;;2;cable;;; 
 10547216059639864;2;228-HL-3;Power line;Mast;false;No Marking and/or Lighting;m;60;423;47.304191;9.584342;true;;;;;cable;;; 
 17610556112723472;0;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;442;47.303145;9.558717;true;;;;1;cable;;; 
 17610556112723472;1;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;446;47.302842;9.559512;true;;;;2;cable;;; 
 17610556112723472;2;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;446;47.303508;9.560478;true;;;;3;cable;;; 
 17610556112723472;3;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;447;47.304148;9.561403;true;;;;4;cable;;; 
 17610556112723472;4;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;450;47.30491;9.562518;true;;;;5;cable;;; 
 17610556112723472;5;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;448;47.305784;9.564391;true;;;;6;cable;;; 
 17610556112723472;6;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;448;47.306215;9.56544;true;;;;7;cable;;; 
 17610556112723472;7;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;449;47.306995;9.566543;true;;;;8;cable;;; 
 17610556112723472;8;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;452;47.307977;9.567971;true;;;;9;cable;;; 
 17610556112723472;9;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;446;47.309226;9.569503;true;;;;10;cable;;; 
 17610556112723472;10;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;446;47.310493;9.571075;true;;;;11;cable;;; 
 17610556112723472;11;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;446;47.311619;9.572469;true;;;;12;cable;;; 
 17610556112723472;12;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;446;47.313038;9.573108;true;;;;13;cable;;; 
 17610556112723472;13;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;446;47.313896;9.57387;true;;;;14;cable;;; 
 17610556112723472;14;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;445;47.315419;9.575214;true;;;;15;cable;;; 
 17610556112723472;15;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;445;47.316676;9.576323;true;;;;16;cable;;; 
 17610556112723472;16;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;445;47.318221;9.576954;true;;;;17;cable;;; 
 17610556112723472;17;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;445;47.319641;9.577527;true;;;;18;cable;;; 
 17610556112723472;18;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;444;47.320495;9.577575;true;;;;19;cable;;; 
 17610556112723472;19;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;444;47.321943;9.577633;true;;;;20;cable;;; 
 17610556112723472;20;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;444;47.323435;9.577692;true;;;;21;cable;;; 
 17610556112723472;21;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;444;47.324892;9.577764;true;;;;22;cable;;; 
 17610556112723472;22;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;443;47.326285;9.57782;true;;;;23;cable;;; 
 17610556112723472;23;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;443;47.327759;9.577892;true;;;;24;cable;;; 
 17610556112723472;24;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;443;47.328928;9.577939;true;;;;25;cable;;; 
 17610556112723472;25;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;443;47.330457;9.578014;true;;;;26;cable;;; 
 17610556112723472;26;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;443;47.331688;9.578063;true;;;;27;cable;;; 
 17610556112723472;27;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;443;47.332623;9.578101;true;;;;28;cable;;; 
 17610556112723472;28;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;443;47.334152;9.578175;true;;;;29;cable;;; 
 17610556112723472;29;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;442;47.335563;9.578232;true;;;;30;cable;;; 
 17610556112723472;30;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;443;47.337299;9.578302;true;;;;31;cable;;; 
 17610556112723472;31;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;442;47.338228;9.57912;true;;;;32;cable;;; 
 17610556112723472;32;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;441;47.339717;9.579378;true;;;;33;cable;;; 
 17610556112723472;33;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;441;47.340085;9.579883;true;;;;34;cable;;; 
 17610556112723472;34;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;441;47.341147;9.580865;true;;;;35;cable;;; 
 17610556112723472;35;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;441;47.342368;9.581973;true;;;;36;cable;;; 
 17610556112723472;36;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;441;47.343677;9.583178;true;;;;37;cable;;; 
 17610556112723472;37;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;441;47.345093;9.584492;true;;;;38;cable;;; 
 17610556112723472;38;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;441;47.346588;9.585863;true;;;;39;cable;;; 
 17610556112723472;39;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;441;47.347862;9.587026;true;;;;40;cable;;; 
 17610556112723472;40;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;441;47.349162;9.588231;true;;;;41;cable;;; 
 17610556112723472;41;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;441;47.350533;9.589477;true;;;;42;cable;;; 
 17610556112723472;42;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;439;47.351896;9.590724;true;;;;43;cable;;; 
 17610556112723472;43;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;441;47.351649;9.593349;true;;;;44;cable;;; 
 17610556112723472;44;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;439;47.351447;9.595486;true;;;;45;cable;;; 
 17610556112723472;45;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;438;47.351227;9.597635;true;;;;46;cable;;; 
 17610556112723472;46;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;438;47.351043;9.599269;true;;;;47;cable;;; 
 17610556112723472;47;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;439;47.351677;9.60001;true;;;;48;cable;;; 
 17610556112723472;48;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;439;47.352725;9.601231;true;;;;49;cable;;; 
 17610556112723472;49;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;441;47.353949;9.602644;true;;;;50;cable;;; 
 17610556112723472;50;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;438;47.355367;9.604291;true;;;;51;cable;;; 
 17610556112723472;51;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;438;47.356108;9.606068;true;;;;52;cable;;; 
 17610556112723472;52;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;438;47.357254;9.607784;true;;;;53;cable;;; 
 17610556112723472;53;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;439;47.358383;9.609498;true;;;;54;cable;;; 
 17610556112723472;54;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;437;47.359484;9.611225;true;;;;55;cable;;; 
 17610556112723472;55;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;437;47.360621;9.612939;true;;;;56;cable;;; 
 17610556112723472;56;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;437;47.361662;9.614518;true;;;;57;cable;;; 
 17610556112723472;57;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;437;47.36272;9.61615;true;;;;58;cable;;; 
 17610556112723472;58;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;437;47.363735;9.617688;true;;;;59;cable;;; 
 17610556112723472;59;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;438;47.364776;9.61928;true;;;;60;cable;;; 
 17610556112723472;60;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;437;47.365808;9.620859;true;;;;61;cable;;; 
 17610556112723472;61;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;437;47.366848;9.622451;true;;;;62;cable;;; 
 17610556112723472;62;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;437;47.367926;9.623979;true;;;;63;cable;;; 
 17610556112723472;63;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;437;47.369013;9.625506;true;;;;64;cable;;; 
 17610556112723472;64;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;436;47.370316;9.627017;true;;;;65;cable;;; 
 17610556112723472;65;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;436;47.371505;9.62839;true;;;;66;cable;;; 
 17610556112723472;66;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;436;47.37272;9.629778;true;;;;67;cable;;; 
 17610556112723472;67;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;435;47.373935;9.631166;true;;;;68;cable;;; 
 17610556112723472;68;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;435;47.375089;9.632472;true;;;;69;cable;;; 
 17610556112723472;69;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;435;47.376445;9.634038;true;;;;70;cable;;; 
 17610556112723472;70;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;435;47.377889;9.635263;true;;;;71;cable;;; 
 17610556112723472;71;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;435;47.379323;9.636488;true;;;;72;cable;;; 
 17610556112723472;72;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;435;47.380758;9.637699;true;;;;73;cable;;; 
 17610556112723472;73;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;435;47.382094;9.638841;true;;;;74;cable;;; 
 17610556112723472;74;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;435;47.383396;9.639941;true;;;;75;cable;;; 
 17610556112723472;75;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;435;47.384551;9.640744;true;;;;76;cable;;; 
 17610556112723472;76;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;435;47.385696;9.64156;true;;;;77;cable;;; 
 17610556112723472;77;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;435;47.387288;9.6425;true;;;;78;cable;;; 
 17610556112723472;78;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;435;47.389077;9.643541;true;;;;79;cable;;; 
 17610556112723472;79;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;436;47.390832;9.644462;true;;;;80;cable;;; 
 17610556112723472;80;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;436;47.392392;9.645229;true;;;;81;cable;;; 
 17610556112723472;81;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;436;47.393981;9.645917;true;;;;82;cable;;; 
 17610556112723472;82;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;435;47.395303;9.64641;true;;;;83;cable;;; 
 17610556112723472;83;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;435;47.396625;9.646902;true;;;;84;cable;;; 
 17610556112723472;84;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;435;47.397965;9.647395;true;;;;85;cable;;; 
 17610556112723472;85;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;435;47.399288;9.647887;true;;;;86;cable;;; 
 17610556112723472;86;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;435;47.4007;9.648369;true;;;;87;cable;;; 
 17610556112723472;87;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;435;47.402121;9.648866;true;;;;88;cable;;; 
 17610556112723472;88;228-HL-30005;Power line;Mast;false;No Marking and/or Lighting;m;25;435;47.403545;9.649243;true;;;;89;cable;;; 
